query,label,optimization_success,ues_bounds,ues_final_bound,optimization_time,ues_join_path
SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'top 250 rank' JOIN title AS t ON t.id = mi_idx.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mi_idx.movie_id AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND (mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(presents)%') JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies',1a,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 764, ""input_bounds"": [58310, 10]}]",764,3.043221,mi_idx it t mc ct
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'bottom 10 rank' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year BETWEEN 2005 AND 2010 JOIN (SELECT ct.id AS ct_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%') AS ct_mc ON t.id = ct_mc.mc_movie_id AND ct_mc.mc_movie_id = mi_idx.movie_id",1b,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 2288576, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 764, ""input_bounds"": [2288576, 10]}]",764,0.005287,mi_idx it t (mc ct)
SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'top 250 rank' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mi_idx.movie_id AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(co-production)%' JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies',1c,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 764, ""input_bounds"": [37545, 10]}]",764,0.092706,mi_idx it t mc ct
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'bottom 10 rank' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2000 JOIN (SELECT ct.id AS ct_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%') AS ct_mc ON t.id = ct_mc.mc_movie_id AND ct_mc.mc_movie_id = mi_idx.movie_id",1d,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 2288576, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 764, ""input_bounds"": [2288576, 10]}]",764,0.008372,mi_idx it t (mc ct)
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = t.id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[de]',2a,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 9349, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 708252, ""input_bounds"": [4958296, 9349]}]",708252,1.072236,mk k t mc cn
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = t.id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[nl]',2b,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 9349, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 708252, ""input_bounds"": [4958296, 9349]}]",708252,0.004053,mk k t mc cn
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN (SELECT cn.id AS cn_id, mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[sm]') AS cn_mc ON cn_mc.mc_movie_id = t.id AND cn_mc.mc_movie_id = mk.movie_id",2c,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 9349, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc""], ""bound"": 4958296, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 708252, ""input_bounds"": [4958296, 9349]}]",708252,0.004099,mk k t (mc cn)
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = t.id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]',2d,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 9349, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 708252, ""input_bounds"": [4958296, 9349]}]",708252,0.003781,mk k t mc cn
"SELECT COUNT(*) FROM movie_info AS mi JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2005 AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German') JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%') AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi.movie_id",3a,True,"[{""join"": [""title AS t"", ""movie_info AS mi""], ""bound"": 231490, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 7480087, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""movie_info AS mi""], ""bound"": 106588185, ""input_bounds"": [7480087, 231490]}]",106588185,3.898588,mi t (mk k)
"SELECT COUNT(*) FROM movie_info AS mi JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2010 AND mi.info IN ('Bulgaria') JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%') AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi.movie_id",3b,True,"[{""join"": [""title AS t"", ""movie_info AS mi""], ""bound"": 3462, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 7480087, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""movie_info AS mi""], ""bound"": 1681017, ""input_bounds"": [7480087, 3462]}]",1681017,0.004262,mi t (mk k)
